Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season
Air India,2019-05-21,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 22 May,25h 45m,2 stops,No info,11543,Business,3,3 Stop(s),2019-04-28,23,0,0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067,Business,2,2 Stop(s),2019-04-24,24,1,1
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 16 Jun,21h 20m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-21,25,0,0
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 07 Jun,26h 20m,2 stops,No info,13591,Business,3,3 Stop(s),2019-05-11,26,0,0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,10929,Business,3,3 Stop(s),2019-02-28,27,0,1
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229,Business,1,1 Stop(s),2019-03-30,28,0,1
Air Asia,2019-05-15,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6451,Business,2,2 Stop(s),2019-04-16,29,0,0
IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7295,Business,1,1 Stop(s),2019-02-01,30,0,1
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-05-03,31,0,0
SpiceJet,2019-05-15,Banglore,Delhi,BLR → DEL,21:10,00:05 16 May,2h 55m,non-stop,No check-in baggage included,3573,Economy,1,1 Stop(s),2019-04-13,32,0,0
Air India,2019-06-24,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 Jun,21h 15m,2 stops,No info,9181,Business,3,3 Stop(s),2019-05-22,33,0,0
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 04 Mar,23h 40m,1 stop,No info,24017,First Class,2,2 Stop(s),2019-01-28,34,0,1
Air India,2019-03-09,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15 10 Mar,32h 20m,2 stops,No info,17476,First Class,3,3 Stop(s),2019-02-02,35,0,1
Air India,2019-04-09,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 10 Apr,16h 5m,1 stop,No info,4647,Economy,2,2 Stop(s),2019-03-04,36,0,1
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6314,Business,2,2 Stop(s),2019-04-20,37,0,0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,No info,13376,Business,3,3 Stop(s),2019-04-29,38,0,0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,10h 25m,1 stop,No info,12284,Business,2,2 Stop(s),2019-02-07,39,0,1
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,Business,1,1 Stop(s),2019-03-30,40,0,0
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627,Business,2,2 Stop(s),2019-03-21,41,1,1
Air India,2019-04-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,9258,Business,3,3 Stop(s),2019-02-18,42,0,1
SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873,Economy,1,1 Stop(s),2019-04-21,43,0,0
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 May,2h 20m,non-stop,No check-in baggage included,3841,Economy,1,1 Stop(s),2019-04-01,44,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,10486,Business,2,2 Stop(s),2019-04-12,45,0,0
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 04 Mar,26h 50m,1 stop,No info,17234,First Class,2,2 Stop(s),2019-01-16,46,0,1
IndiGo,2019-06-27,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496,Business,2,2 Stop(s),2019-05-11,47,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627,Business,2,2 Stop(s),2019-04-09,48,0,0
Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,11:10 13 Jun,18h 20m,1 stop,No info,8366,Business,2,2 Stop(s),2019-04-24,49,0,0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 28 May,8h 25m,2 stops,In-flight meal not included,15318,First Class,3,3 Stop(s),2019-04-07,50,0,0
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,9923,Business,2,2 Stop(s),2019-02-01,51,0,1
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,6077,Business,2,2 Stop(s),2019-02-08,52,0,1
Air India,2019-06-09,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,Economy,1,1 Stop(s),2019-04-17,53,0,0
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,8099,Business,2,2 Stop(s),2019-03-16,54,0,0
SpiceJet,2019-05-01,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2385,Economy,1,1 Stop(s),2019-03-07,55,1,1
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 28 Jun,10h 25m,2 stops,No info,15965,First Class,3,3 Stop(s),2019-05-02,56,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-03-10,57,0,0
Air India,2019-05-12,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6121,Business,1,1 Stop(s),2019-03-15,58,1,1
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,22:10,01:00 25 Apr,2h 50m,non-stop,No info,3625,Economy,1,1 Stop(s),2019-02-24,59,0,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,8475,Business,2,2 Stop(s),2019-05-17,10,0,0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-05-16,11,0,0
IndiGo,2019-03-06,Delhi,Cochin,DEL → MAA → COK,02:05,07:25,5h 20m,1 stop,No info,10851,Business,2,2 Stop(s),2019-02-22,12,0,1
Air India,2019-03-21,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,5704,Business,2,2 Stop(s),2019-03-08,13,1,1
Vistara,2019-03-18,Banglore,New Delhi,BLR → DEL,21:10,00:05 16 Mar,2h 55m,non-stop,No info,11598,Business,1,1 Stop(s),2019-03-04,14,0,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,9149,Business,2,2 Stop(s),2019-05-12,15,0,0
Air India,2019-06-15,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145,Economy,1,1 Stop(s),2019-05-30,16,0,0
GoAir,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,6195,Business,2,2 Stop(s),2019-05-04,17,0,0
IndiGo,2019-05-09,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6979,Business,2,2 Stop(s),2019-04-21,18,0,0
Air India,2019-03-15,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,7276,Business,1,1 Stop(s),2019-02-24,19,0,1
SpiceJet,2019-05-15,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760,Economy,2,2 Stop(s),2019-04-25,20,0,0
Vistara,2019-06-18,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,Business,1,1 Stop(s),2019-05-28,21,0,0
IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 Mar,2h 20m,non-stop,No info,5277,Business,1,1 Stop(s),2019-03-05,22,0,1
Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,20:00,07:40 10 Jun,11h 40m,1 stop,No info,8372,Business,2,2 Stop(s),2019-05-17,23,0,0
IndiGo,2019-04-01,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226,Economy,2,2 Stop(s),2019-03-08,24,0,1
IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597,Economy,1,1 Stop(s),2019-05-24,25,0,0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,No info,7005,Business,2,2 Stop(s),2019-05-20,26,0,0
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,8018,Business,2,2 Stop(s),2019-04-12,27,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 10 Jun,23h 15m,1 stop,In-flight meal not included,10577,Business,2,2 Stop(s),2019-05-12,28,0,0
Jet Airways,2019-06-12,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507,Business,3,3 Stop(s),2019-05-14,29,0,0
Air India,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 10 May,38h 15m,2 stops,No info,9653,Business,3,3 Stop(s),2019-04-09,30,0,0
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4160,Economy,1,1 Stop(s),2019-02-12,31,0,1
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 04 Jun,24h 45m,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-02,32,0,0
Jet Airways,2019-05-09,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678,Business,1,1 Stop(s),2019-04-06,33,0,0
Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 19 May,18h 20m,2 stops,No info,13873,Business,3,3 Stop(s),2019-04-14,34,1,1
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11264,Business,2,2 Stop(s),2019-05-23,35,0,0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,20:40,6h 45m,1 stop,In-flight meal not included,11134,Business,2,2 Stop(s),2019-02-16,36,0,1
Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,5h 30m,1 stop,No info,6151,Business,2,2 Stop(s),2019-02-12,37,1,1
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,05:45,19:50,14h 5m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-10,38,1,1
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 04 Jun,26h 55m,2 stops,No info,13014,Business,3,3 Stop(s),2019-04-25,39,0,0
Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-05-09,40,0,0
IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174,Economy,1,1 Stop(s),2019-03-08,41,1,1
Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,12841,Business,1,1 Stop(s),2019-01-20,42,0,1
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 10 May,28h 5m,1 stop,No info,13067,Business,2,2 Stop(s),2019-03-27,43,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 25 Jun,27h,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-11,44,0,0
IndiGo,2019-04-06,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-02-20,45,1,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 02 May,9h 45m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-03-16,46,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 16 May,12h 10m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-29,47,0,0
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069,Business,2,2 Stop(s),2019-04-28,48,0,0
Air India,2019-05-06,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,Economy,1,1 Stop(s),2019-03-18,49,0,0
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 May,21h 10m,1 stop,In-flight meal not included,12373,Business,2,2 Stop(s),2019-03-20,50,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 10 May,17h 35m,1 stop,No info,13941,Business,2,2 Stop(s),2019-03-19,51,0,0
IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,3175,Economy,1,1 Stop(s),2019-02-03,52,0,1
Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 10 Jun,22h 15m,1 stop,No info,8372,Business,2,2 Stop(s),2019-04-17,53,0,0
Vistara,2019-04-06,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613,Business,1,1 Stop(s),2019-02-11,54,1,1
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,7144,Business,2,2 Stop(s),2019-03-24,55,1,1
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14571,Business,2,2 Stop(s),2019-04-11,56,0,0
IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 Mar,2h 20m,non-stop,No info,5277,Business,1,1 Stop(s),2019-01-26,57,0,1
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,2759,Economy,1,1 Stop(s),2019-01-25,58,0,1
Air Asia,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5192,Business,2,2 Stop(s),2019-03-11,59,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-30,10,0,0
Air India,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,10336,Business,3,3 Stop(s),2019-05-21,11,0,0
Air India,2019-03-24,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,31945,First Class,1,1 Stop(s),2019-03-12,12,0,1
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,In-flight meal not included,7064,Business,2,2 Stop(s),2019-03-19,13,0,1
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441,Business,3,3 Stop(s),2019-05-26,14,0,0
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 04 Mar,12h 35m,1 stop,No info,17493,First Class,2,2 Stop(s),2019-02-16,15,0,1
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 10 Jun,26h 35m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-24,16,0,0
SpiceJet,2019-06-01,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753,Economy,1,1 Stop(s),2019-05-15,17,0,0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 22 May,20h 25m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-05-03,18,0,0
Jet Airways,2019-04-15,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,Business,1,1 Stop(s),2019-03-27,19,0,1
Air India,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 04 Jun,19h 40m,2 stops,No info,8603,Business,3,3 Stop(s),2019-05-14,20,0,0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,22h 55m,2 stops,No info,15129,First Class,3,3 Stop(s),2019-04-27,21,1,1
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804,First Class,3,3 Stop(s),2019-05-24,22,0,0
Air Asia,2019-04-21,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,7452,Business,2,2 Stop(s),2019-03-29,23,1,1
SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3971,Economy,1,1 Stop(s),2019-03-31,24,0,1
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-05-18,25,0,0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1 stop,No info,9165,Business,2,2 Stop(s),2019-02-17,26,0,1
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,Business,3,3 Stop(s),2019-05-28,27,0,0
SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3625,Economy,1,1 Stop(s),2019-05-24,28,1,1
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 25 Jun,20h 35m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-26,29,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 22 May,13h 20m,1 stop,No info,14388,Business,2,2 Stop(s),2019-04-21,30,0,0
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,15058,First Class,2,2 Stop(s),2019-05-12,31,0,0
Air India,2019-03-06,Delhi,Cochin,DEL → BOM → COK,09:00,07:40 07 Mar,22h 40m,1 stop,No info,14882,Business,2,2 Stop(s),2019-02-02,32,0,1
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591,Economy,1,1 Stop(s),2019-03-16,33,1,1
SpiceJet,2019-05-09,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,Economy,1,1 Stop(s),2019-04-05,34,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781,Business,2,2 Stop(s),2019-04-10,35,0,0
SpiceJet,2019-04-09,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Apr,2h 20m,non-stop,No check-in baggage included,3841,Economy,1,1 Stop(s),2019-03-04,36,0,1
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 04 Jun,10h 30m,1 stop,No info,13377,Business,2,2 Stop(s),2019-04-27,37,0,0
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,No info,13014,Business,3,3 Stop(s),2019-05-05,38,0,0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,14848,Business,2,2 Stop(s),2019-04-12,39,0,0
Air India,2019-05-09,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145,Economy,1,1 Stop(s),2019-03-30,40,0,0
IndiGo,2019-06-12,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850,Economy,1,1 Stop(s),2019-05-02,41,0,0
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1 stop,No info,10413,Business,2,2 Stop(s),2019-04-12,42,0,0
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 04 Jun,10h 30m,1 stop,No info,6104,Business,2,2 Stop(s),2019-04-21,43,0,0
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-04-18,44,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 13 Jun,11h 5m,1 stop,In-flight meal not included,8529,Business,2,2 Stop(s),2019-04-28,45,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 25 Jun,13h 45m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-09,46,0,0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 19 May,25h 40m,1 stop,No info,14151,Business,2,2 Stop(s),2019-04-01,47,1,1
Air Asia,2019-05-09,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192,Business,3,3 Stop(s),2019-03-22,48,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 22 May,14h 35m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-04-02,49,0,0
GoAir,2019-04-24,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4632,Economy,1,1 Stop(s),2019-03-05,50,0,1
IndiGo,2019-04-06,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 07 Apr,5h 5m,1 stop,No info,5073,Business,2,2 Stop(s),2019-02-14,51,1,1
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,9526,Business,2,2 Stop(s),2019-04-24,52,0,0
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-02-21,53,0,1
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227,Economy,1,1 Stop(s),2019-03-19,54,1,1
Vistara,2019-03-21,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,5403,Business,1,1 Stop(s),2019-01-25,55,1,1
IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3858,Economy,1,1 Stop(s),2019-01-30,56,0,1
Jet Airways,2019-03-09,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,18:50 10 Mar,29h 5m,2 stops,No info,18752,First Class,3,3 Stop(s),2019-01-11,57,0,1
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-24,58,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 25 Jun,17h 25m,2 stops,No info,12819,Business,3,3 Stop(s),2019-04-26,59,0,0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,6883,Business,2,2 Stop(s),2019-03-17,10,0,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 May,6h 30m,1 stop,No info,7198,Business,2,2 Stop(s),2019-05-16,11,0,0
Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,7801,Business,1,1 Stop(s),2019-02-25,12,0,1
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823,Economy,1,1 Stop(s),2019-04-08,13,1,1
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 25 May,26h 50m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-05-10,14,0,0
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1 stop,No info,12121,Business,2,2 Stop(s),2019-04-27,15,1,1
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 13 May,27h 5m,1 stop,No info,8085,Business,2,2 Stop(s),2019-04-26,16,1,1
IndiGo,2019-03-03,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,8662,Business,2,2 Stop(s),2019-02-14,17,0,1
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,22:00,18:50 22 Mar,20h 50m,1 stop,In-flight meal not included,6017,Business,2,2 Stop(s),2019-03-03,18,1,1
SpiceJet,2019-05-03,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3859,Economy,1,1 Stop(s),2019-04-14,19,0,0
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,7564,Business,2,2 Stop(s),2019-04-28,20,1,1
SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3919,Economy,1,1 Stop(s),2019-05-31,21,1,1
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,22h 55m,2 stops,No info,15129,First Class,3,3 Stop(s),2019-04-26,22,1,1
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6h 15m,1 stop,No info,26890,First Class,2,2 Stop(s),2019-02-06,23,1,1
Jet Airways,2019-04-15,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,5443,Business,1,1 Stop(s),2019-03-22,24,0,1
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,10:05,13:00,2h 55m,non-stop,No info,6860,Business,1,1 Stop(s),2019-02-12,25,0,1
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,13364,Business,2,2 Stop(s),2019-03-06,26,0,1
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,12239,Business,2,2 Stop(s),2019-04-30,27,0,0
