"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price","Cabin_Class","Number_of_Stops","Flight_Layover","Booking_Date","Days_Until_Departure","Is_Holiday_Season","Is_Peak_Season","ATF_Price_INR"
"Jet Airways","2019-03-15 00:00:00","Mumbai","Hyderabad","BOM → HYD","10:20","11:50","1h 30m","non-stop","In-flight meal not included","4160","First Class","1","1 Stop(s)","2019-01-18 00:00:00","56","0","1","84978.595366438"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:15","19:00 04 Jun","24h 45m","1 stop","No info","14714","Economy","2","2 Stop(s)","2019-05-11 00:00:00","23","0","0","78540.462869965"
"Jet Airways","2019-05-09 00:00:00","Mumbai","Hyderabad","BOM → HYD","02:55","04:20","1h 25m","non-stop","No info","5678","Economy","1","1 Stop(s)","2019-04-23 00:00:00","16","0","0","80984.378259525"
"Air India","2019-05-18 00:00:00","Kolkata","Banglore","CCU → DEL → COK → BLR","07:00","01:20 19 May","18h 20m","2 stops","No info","13873","First Class","3","3 Stop(s)","2019-04-27 00:00:00","21","1","1","86433.095913335"
"Multiple carriers","2019-06-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:20","19:00","8h 40m","1 stop","No info","11264","Business","2","2 Stop(s)","2019-05-17 00:00:00","41","0","0","77229.757465487"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","13:55","20:40","6h 45m","1 stop","In-flight meal not included","11134","First Class","2","2 Stop(s)","2019-02-18 00:00:00","34","0","1","69462.850527726"
"Air Asia","2019-03-21 00:00:00","Delhi","Cochin","DEL → BLR → COK","16:45","22:15","5h 30m","1 stop","No info","6151","First Class","2","2 Stop(s)","2019-02-10 00:00:00","39","1","1","70785.237017214"
"Jet Airways","2019-05-18 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","05:45","19:50","14h 5m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-04-04 00:00:00","44","1","1","81489.816123557"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","09:40","12:35 04 Jun","26h 55m","2 stops","No info","13014","First Class","3","3 Stop(s)","2019-05-02 00:00:00","32","0","0","75039.731457801"
"Jet Airways","2019-06-18 00:00:00","Mumbai","Hyderabad","BOM → HYD","10:20","11:50","1h 30m","non-stop","In-flight meal not included","4995","Business","1","1 Stop(s)","2019-05-09 00:00:00","40","0","0","79805.206124781"
"IndiGo","2019-04-18 00:00:00","Kolkata","Banglore","CCU → BLR","15:30","18:05","2h 35m","non-stop","No info","4174","First Class","1","1 Stop(s)","2019-03-19 00:00:00","30","1","1","63605.896836395"
"Air India","2019-03-03 00:00:00","Banglore","New Delhi","BLR → DEL","13:20","16:10","2h 50m","non-stop","No info","12841","Economy","1","1 Stop(s)","2019-01-05 00:00:00","57","0","1","72709.643980167"
"Jet Airways","2019-05-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","17:00","21:05 10 May","28h 5m","1 stop","No info","13067","Economy","2","2 Stop(s)","2019-03-17 00:00:00","53","0","0","61175.63376763"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","16:00","19:00 25 Jun","27h","1 stop","In-flight meal not included","10262","First Class","2","2 Stop(s)","2019-04-28 00:00:00","57","0","0","77438.186179076"
"IndiGo","2019-04-06 00:00:00","Banglore","Delhi","BLR → DEL","10:10","13:00","2h 50m","non-stop","No info","4423","Economy","1","1 Stop(s)","2019-02-20 00:00:00","45","1","1","77105.903112536"
"Jet Airways","2019-05-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","04:40 02 May","9h 45m","1 stop","In-flight meal not included","8586","First Class","2","2 Stop(s)","2019-04-14 00:00:00","17","1","1","88865.656353523"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","09:20 16 May","12h 10m","1 stop","In-flight meal not included","9663","Business","2","2 Stop(s)","2019-04-20 00:00:00","25","0","0","88582.47034551"
"IndiGo","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","16:00","21:00","5h","1 stop","No info","6069","Economy","2","2 Stop(s)","2019-06-08 00:00:00","7","0","0","72215.49891678"
"Air India","2019-05-06 00:00:00","Chennai","Kolkata","MAA → CCU","11:40","13:55","2h 15m","non-stop","No info","4667","Economy","1","1 Stop(s)","2019-03-27 00:00:00","40","0","0","67961.684728183"
"Jet Airways","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","21:50","19:00 10 May","21h 10m","1 stop","In-flight meal not included","12373","First Class","2","2 Stop(s)","2019-03-22 00:00:00","48","0","0","69539.495381819"
"Jet Airways","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:30","10:05 10 May","17h 35m","1 stop","No info","13941","Economy","2","2 Stop(s)","2019-04-02 00:00:00","37","0","0","80022.31139891"
"IndiGo","2019-03-27 00:00:00","Mumbai","Hyderabad","BOM → HYD","06:20","07:45","1h 25m","non-stop","No info","3175","First Class","1","1 Stop(s)","2019-03-09 00:00:00","18","0","1","62913.038273792"
"Air India","2019-06-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","21:00","19:15 10 Jun","22h 15m","1 stop","No info","8372","First Class","2","2 Stop(s)","2019-04-29 00:00:00","41","0","0","86452.060855646"
"Vistara","2019-04-06 00:00:00","Banglore","Delhi","BLR → DEL","17:00","19:35","2h 35m","non-stop","No info","5613","First Class","1","1 Stop(s)","2019-02-11 00:00:00","54","1","1","73110.95861398"
"IndiGo","2019-05-18 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:35","22:30","14h 55m","1 stop","No info","7144","Economy","2","2 Stop(s)","2019-05-10 00:00:00","8","1","1","68702.328216313"
"Jet Airways","2019-06-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","16:20","9h 50m","1 stop","No info","14571","Economy","2","2 Stop(s)","2019-04-25 00:00:00","42","0","0","84413.934591074"
"IndiGo","2019-03-24 00:00:00","Chennai","Kolkata","MAA → CCU","22:05","00:25 25 Mar","2h 20m","non-stop","No info","5277","Economy","1","1 Stop(s)","2019-02-04 00:00:00","48","0","1","60563.694013091"
"Jet Airways","2019-03-24 00:00:00","Mumbai","Hyderabad","BOM → HYD","10:20","11:50","1h 30m","non-stop","In-flight meal not included","2759","Economy","1","1 Stop(s)","2019-02-05 00:00:00","47","0","1","78529.064912276"
"Air Asia","2019-05-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:35","23:30","15h 55m","1 stop","No info","5192","First Class","2","2 Stop(s)","2019-05-03 00:00:00","6","0","0","88682.509041697"
"Jet Airways","2019-06-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:05","19:00","11h 55m","1 stop","No info","14714","First Class","2","2 Stop(s)","2019-04-21 00:00:00","49","0","0","73413.761358529"
"Air India","2019-06-01 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","12:00","19:15","7h 15m","2 stops","No info","10336","Business","3","3 Stop(s)","2019-05-16 00:00:00","16","0","0","77726.182837445"
"Air India","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BLR","20:45","23:20","2h 35m","non-stop","No info","31945","First Class","1","1 Stop(s)","2019-03-07 00:00:00","17","0","1","71061.755119829"
"Jet Airways","2019-04-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","23:35","17h 5m","1 stop","In-flight meal not included","7064","First Class","2","2 Stop(s)","2019-03-31 00:00:00","1","0","1","87878.885927286"
"Jet Airways","2019-06-09 00:00:00","Delhi","Cochin","DEL → BHO → BOM → COK","05:30","12:35","7h 5m","2 stops","No info","14441","Economy","3","3 Stop(s)","2019-05-27 00:00:00","13","0","0","63006.806619369"
"Multiple carriers","2019-03-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","01:35 04 Mar","12h 35m","1 stop","No info","17493","Business","2","2 Stop(s)","2019-02-05 00:00:00","26","0","1","78529.064912276"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","22:35 10 Jun","26h 35m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-05-05 00:00:00","35","0","0","72715.651456745"
"SpiceJet","2019-06-01 00:00:00","Mumbai","Hyderabad","BOM → HYD","05:45","07:15","1h 30m","non-stop","No info","2753","First Class","1","1 Stop(s)","2019-05-04 00:00:00","28","0","0","79319.705976889"
"Jet Airways","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","04:25 22 May","20h 25m","1 stop","In-flight meal not included","12898","Economy","2","2 Stop(s)","2019-03-23 00:00:00","59","0","0","72427.88983544"
"Jet Airways","2019-04-15 00:00:00","Banglore","Delhi","BLR → DEL","18:55","22:00","3h 5m","non-stop","No info","7229","Economy","1","1 Stop(s)","2019-03-07 00:00:00","39","0","1","71061.755119829"
"Air India","2019-06-03 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","12:00","07:40 04 Jun","19h 40m","2 stops","No info","8603","Business","3","3 Stop(s)","2019-05-03 00:00:00","31","0","0","88682.509041697"
"Jet Airways","2019-05-18 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","05:30","04:25 19 May","22h 55m","2 stops","No info","15129","Economy","3","3 Stop(s)","2019-04-04 00:00:00","44","1","1","81489.816123557"
"Jet Airways","2019-06-15 00:00:00","Delhi","Cochin","DEL → JDH → BOM → COK","11:40","19:00","7h 20m","2 stops","No info","18804","First Class","3","3 Stop(s)","2019-05-21 00:00:00","25","0","0","86896.397875532"
"Air Asia","2019-04-21 00:00:00","Delhi","Cochin","DEL → BLR → COK","07:55","22:25","14h 30m","1 stop","No info","7452","Business","2","2 Stop(s)","2019-02-21 00:00:00","59","1","1","73158.04540387"
"SpiceJet","2019-04-24 00:00:00","Banglore","Delhi","BLR → DEL","09:30","12:20","2h 50m","non-stop","No info","3971","First Class","1","1 Stop(s)","2019-03-06 00:00:00","49","0","1","65897.470850402"
"IndiGo","2019-06-12 00:00:00","Banglore","Delhi","BLR → DEL","10:10","13:00","2h 50m","non-stop","No info","3943","Economy","1","1 Stop(s)","2019-05-11 00:00:00","32","0","0","78540.462869965"
"IndiGo","2019-03-15 00:00:00","Banglore","New Delhi","BLR → AMD → DEL","14:25","19:25","5h","1 stop","No info","9165","Business","2","2 Stop(s)","2019-01-16 00:00:00","58","0","1","62613.878991046"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","05:30","19:00","13h 30m","2 stops","No info","13014","Economy","3","3 Stop(s)","2019-05-01 00:00:00","54","0","0","81757.628394589"
"SpiceJet","2019-06-21 00:00:00","Banglore","Delhi","BLR → DEL","09:30","12:20","2h 50m","non-stop","No info","3625","Business","1","1 Stop(s)","2019-05-17 00:00:00","35","1","1","77229.757465487"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","16:00","12:35 25 Jun","20h 35m","1 stop","In-flight meal not included","10262","Economy","2","2 Stop(s)","2019-06-07 00:00:00","17","0","0","77073.022158438"
"Jet Airways","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","08:15 22 May","13h 20m","1 stop","No info","14388","Business","2","2 Stop(s)","2019-04-15 00:00:00","36","0","0","67462.594305599"
"Multiple carriers","2019-06-12 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","19:15","11h 15m","1 stop","No info","15058","First Class","2","2 Stop(s)","2019-05-30 00:00:00","13","0","0","89965.410197036"
"Air India","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","07:40 07 Mar","22h 40m","1 stop","No info","14882","Business","2","2 Stop(s)","2019-01-19 00:00:00","46","0","1","83344.702528496"
"IndiGo","2019-04-18 00:00:00","Banglore","Delhi","BLR → DEL","10:10","13:00","2h 50m","non-stop","No info","4591","Business","1","1 Stop(s)","2019-02-26 00:00:00","51","1","1","79593.249763962"
"SpiceJet","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BLR","06:55","09:30","2h 35m","non-stop","No check-in baggage included","3841","Economy","1","1 Stop(s)","2019-03-14 00:00:00","56","0","0","89302.83264571"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","08:25","18:15","9h 50m","1 stop","No info","14781","Economy","2","2 Stop(s)","2019-03-22 00:00:00","54","0","0","69539.495381819"
"SpiceJet","2019-04-09 00:00:00","Kolkata","Banglore","CCU → BLR","22:20","00:40 10 Apr","2h 20m","non-stop","No check-in baggage included","3841","First Class","1","1 Stop(s)","2019-04-03 00:00:00","6","0","1","63953.935872132"
"Multiple carriers","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","15:00","01:30 04 Jun","10h 30m","1 stop","No info","13377","Business","2","2 Stop(s)","2019-05-25 00:00:00","9","0","0","84185.819671383"
"Jet Airways","2019-06-12 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","19:30","04:25 13 Jun","8h 55m","2 stops","No info","13014","Economy","3","3 Stop(s)","2019-04-28 00:00:00","45","0","0","77438.186179076"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","19:15","6h 15m","1 stop","No info","14848","Business","2","2 Stop(s)","2019-05-19 00:00:00","2","0","0","79563.098100051"
"Air India","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BLR","20:45","23:20","2h 35m","non-stop","No info","4145","Economy","1","1 Stop(s)","2019-05-04 00:00:00","5","0","0","79319.705976889"
"IndiGo","2019-06-12 00:00:00","Chennai","Kolkata","MAA → CCU","07:55","10:15","2h 20m","non-stop","No info","3850","Economy","1","1 Stop(s)","2019-05-22 00:00:00","21","0","0","71026.856101437"
"Air India","2019-05-24 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:00","20:25","13h 25m","1 stop","No info","10413","First Class","2","2 Stop(s)","2019-04-28 00:00:00","26","0","0","77438.186179076"
"IndiGo","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","15:00","01:30 04 Jun","10h 30m","1 stop","No info","6104","Business","2","2 Stop(s)","2019-04-17 00:00:00","47","0","0","77761.257938155"
"IndiGo","2019-06-01 00:00:00","Banglore","Delhi","BLR → DEL","10:30","13:20","2h 50m","non-stop","No info","3943","Business","1","1 Stop(s)","2019-05-07 00:00:00","25","0","0","60575.79594928"
"Jet Airways","2019-06-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","08:15 13 Jun","11h 5m","1 stop","In-flight meal not included","8529","First Class","2","2 Stop(s)","2019-04-28 00:00:00","45","0","0","77438.186179076"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","22:50","12:35 25 Jun","13h 45m","1 stop","In-flight meal not included","10262","First Class","2","2 Stop(s)","2019-04-27 00:00:00","58","0","0","86433.095913335"
"Jet Airways","2019-05-18 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","22:05 19 May","25h 40m","1 stop","No info","14151","First Class","2","2 Stop(s)","2019-04-13 00:00:00","35","1","1","82055.820663678"
"Air Asia","2019-05-09 00:00:00","Kolkata","Banglore","CCU → IXR → DEL → BLR","15:10","23:30","8h 20m","2 stops","No info","5192","Economy","3","3 Stop(s)","2019-03-12 00:00:00","58","0","0","89293.783950402"
"Jet Airways","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","04:40 22 May","14h 35m","1 stop","In-flight meal not included","9663","First Class","2","2 Stop(s)","2019-05-09 00:00:00","12","0","0","79805.206124781"
"GoAir","2019-04-24 00:00:00","Banglore","Delhi","BLR → DEL","07:45","10:40","2h 55m","non-stop","No info","4632","Economy","1","1 Stop(s)","2019-03-11 00:00:00","44","0","1","62882.952236819"
"IndiGo","2019-04-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","20:25","01:30 07 Apr","5h 5m","1 stop","No info","5073","Business","2","2 Stop(s)","2019-03-03 00:00:00","34","1","1","63311.254234929"
"Multiple carriers","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:20","19:15","8h 55m","1 stop","No info","9526","Business","2","2 Stop(s)","2019-05-18 00:00:00","28","0","0","79596.024595714"
"IndiGo","2019-04-15 00:00:00","Banglore","Delhi","BLR → DEL","04:00","06:50","2h 50m","non-stop","No info","4423","Economy","1","1 Stop(s)","2019-03-30 00:00:00","16","0","1","77278.394866685"
"IndiGo","2019-05-12 00:00:00","Mumbai","Hyderabad","BOM → HYD","20:05","21:40","1h 35m","non-stop","No info","2227","Business","1","1 Stop(s)","2019-04-29 00:00:00","13","1","1","86452.060855646"
"Vistara","2019-03-21 00:00:00","Banglore","New Delhi","BLR → DEL","11:30","14:10","2h 40m","non-stop","No info","5403","Economy","1","1 Stop(s)","2019-03-02 00:00:00","19","1","1","64769.087509366"
"IndiGo","2019-03-27 00:00:00","Chennai","Kolkata","MAA → CCU","19:35","21:55","2h 20m","non-stop","No info","3858","Business","1","1 Stop(s)","2019-02-19 00:00:00","36","0","1","70911.323128279"
"Jet Airways","2019-03-09 00:00:00","Delhi","Cochin","DEL → IXC → BOM → COK","13:45","18:50 10 Mar","29h 5m","2 stops","No info","18752","Business","3","3 Stop(s)","2019-03-05 00:00:00","4","0","1","64145.488540458"
"Jet Airways","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","12:00","5h 30m","1 stop","In-flight meal not included","9663","Economy","2","2 Stop(s)","2019-03-24 00:00:00","58","0","0","61924.424890464"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","19:10","12:35 25 Jun","17h 25m","2 stops","No info","12819","Business","3","3 Stop(s)","2019-04-27 00:00:00","58","0","0","86433.095913335"
"Multiple carriers","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","21:00","12h","1 stop","No info","6883","First Class","2","2 Stop(s)","2019-02-13 00:00:00","42","0","1","61806.764148878"
"Multiple carriers","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:00","01:30 28 May","6h 30m","1 stop","No info","7198","Business","2","2 Stop(s)","2019-05-16 00:00:00","11","0","0","77726.182837445"
"Air India","2019-03-09 00:00:00","Banglore","New Delhi","BLR → DEL","10:00","12:45","2h 45m","non-stop","No info","7801","Business","1","1 Stop(s)","2019-01-09 00:00:00","59","0","1","88909.882815031"
"IndiGo","2019-04-21 00:00:00","Banglore","Delhi","BLR → DEL","18:25","21:20","2h 55m","non-stop","No info","4823","First Class","1","1 Stop(s)","2019-03-20 00:00:00","32","1","1","68884.205925664"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","09:20 25 May","26h 50m","1 stop","In-flight meal not included","9663","Economy","2","2 Stop(s)","2019-03-28 00:00:00","57","0","0","75697.441604001"
"Jet Airways","2019-05-12 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","21:05 13 May","24h 40m","1 stop","No info","12121","Economy","2","2 Stop(s)","2019-03-27 00:00:00","46","1","1","67961.684728183"
"Vistara","2019-05-12 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:20","23:25 13 May","27h 5m","1 stop","No info","8085","First Class","2","2 Stop(s)","2019-03-20 00:00:00","53","1","1","68884.205925664"
"IndiGo","2019-03-03 00:00:00","Banglore","New Delhi","BLR → IDR → DEL","13:40","18:35","4h 55m","1 stop","No info","8662","First Class","2","2 Stop(s)","2019-02-07 00:00:00","24","0","1","78508.019906243"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","22:00","18:50 22 Mar","20h 50m","1 stop","In-flight meal not included","6017","Economy","2","2 Stop(s)","2019-03-19 00:00:00","2","1","1","63605.896836395"
"SpiceJet","2019-05-03 00:00:00","Chennai","Kolkata","MAA → CCU","09:45","12:00","2h 15m","non-stop","No check-in baggage included","3859","First Class","1","1 Stop(s)","2019-03-18 00:00:00","46","0","0","68484.208877292"
"Multiple carriers","2019-05-18 00:00:00","Delhi","Cochin","DEL → BOM → COK","04:55","19:15","14h 20m","1 stop","No info","7564","First Class","2","2 Stop(s)","2019-04-20 00:00:00","28","1","1","88582.47034551"
"SpiceJet","2019-06-21 00:00:00","Banglore","Delhi","BLR → DEL","05:55","08:35","2h 40m","non-stop","No check-in baggage included","3919","First Class","1","1 Stop(s)","2019-05-22 00:00:00","30","1","1","71026.856101437"
"Jet Airways","2019-05-18 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","05:30","04:25 19 May","22h 55m","2 stops","No info","15129","Economy","3","3 Stop(s)","2019-04-17 00:00:00","31","1","1","77761.257938155"
"Jet Airways","2019-03-01 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","07:00","13:15","6h 15m","1 stop","No info","26890","Business","2","2 Stop(s)","2019-02-02 00:00:00","27","1","1","73684.509966496"
"Jet Airways","2019-04-15 00:00:00","Delhi","Cochin","DEL → COK","11:00","14:15","3h 15m","non-stop","In-flight meal not included","5443","Business","1","1 Stop(s)","2019-03-21 00:00:00","25","0","1","63561.831568627"
"IndiGo","2019-03-09 00:00:00","Banglore","New Delhi","BLR → DEL","10:05","13:00","2h 55m","non-stop","No info","6860","Business","1","1 Stop(s)","2019-01-28 00:00:00","40","0","1","88340.067511488"
"Jet Airways","2019-04-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","20:45","6h 40m","1 stop","No info","13364","First Class","2","2 Stop(s)","2019-03-02 00:00:00","30","0","1","64769.087509366"
"Jet Airways","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","19:00","11h","1 stop","In-flight meal not included","12239","Business","2","2 Stop(s)","2019-05-06 00:00:00","21","0","0","78191.796423838"
"IndiGo","2019-04-09 00:00:00","Kolkata","Banglore","CCU → MAA → BLR","11:30","16:05","4h 35m","1 stop","No info","4966","Business","2","2 Stop(s)","2019-04-03 00:00:00","6","0","1","63953.935872132"
"IndiGo","2019-03-03 00:00:00","Banglore","New Delhi","BLR → DEL","06:00","08:45","2h 45m","non-stop","No info","6144","Business","1","1 Stop(s)","2019-02-14 00:00:00","17","0","1","80003.00146337"
"Jet Airways","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","15:00","19:00 10 May","28h","1 stop","In-flight meal not included","12373","Business","2","2 Stop(s)","2019-05-07 00:00:00","2","0","0","60575.79594928"
"Air India","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → UDR → DEL","08:50","16:30 16 Mar","31h 40m","2 stops","No info","10835","Economy","3","3 Stop(s)","2019-03-05 00:00:00","13","0","1","64145.488540458"
"Air India","2019-06-06 00:00:00","Delhi","Cochin","DEL → MAA → COK","06:05","09:25 07 Jun","27h 20m","1 stop","No info","7952","Economy","2","2 Stop(s)","2019-06-05 00:00:00","1","0","0","85440.246879667"
"IndiGo","2019-04-09 00:00:00","Banglore","Delhi","BLR → DEL","01:30","04:15","2h 45m","non-stop","No info","3419","First Class","1","1 Stop(s)","2019-02-25 00:00:00","43","0","1","64839.28553655"
"Multiple carriers","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","03:50","12:35","8h 45m","1 stop","No info","10197","Business","2","2 Stop(s)","2019-04-12 00:00:00","45","0","0","68100.239195765"
"IndiGo","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:35","01:30 04 Jun","14h 55m","1 stop","No info","5883","First Class","2","2 Stop(s)","2019-05-14 00:00:00","20","0","0","68948.469778681"
"Air India","2019-05-18 00:00:00","Chennai","Kolkata","MAA → CCU","11:40","13:55","2h 15m","non-stop","No info","4667","Business","1","1 Stop(s)","2019-04-25 00:00:00","23","1","1","84413.934591074"
"IndiGo","2019-03-21 00:00:00","Delhi","Cochin","DEL → HYD → MAA → COK","04:55","21:20","16h 25m","2 stops","No info","6223","First Class","3","3 Stop(s)","2019-03-13 00:00:00","8","1","1","74059.536049431"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","08:15 07 May","11h 5m","1 stop","In-flight meal not included","7757","Economy","2","2 Stop(s)","2019-03-31 00:00:00","36","0","0","87878.885927286"
"IndiGo","2019-03-03 00:00:00","Banglore","New Delhi","BLR → AMD → DEL","14:25","19:25","5h","1 stop","No info","11873","Economy","2","2 Stop(s)","2019-02-12 00:00:00","19","0","1","80928.935877818"
"Jet Airways","2019-06-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","08:15 07 Jun","11h 5m","1 stop","In-flight meal not included","10844","First Class","2","2 Stop(s)","2019-05-18 00:00:00","19","0","0","79596.024595714"
"IndiGo","2019-05-15 00:00:00","Delhi","Cochin","DEL → LKO → COK","21:50","03:35 16 May","5h 45m","1 stop","No info","7189","First Class","2","2 Stop(s)","2019-05-04 00:00:00","11","0","0","79319.705976889"
"Jet Airways","2019-06-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","21:50","12:35 28 Jun","14h 45m","1 stop","In-flight meal not included","10262","Economy","2","2 Stop(s)","2019-06-09 00:00:00","18","0","0","62075.009863654"
"Air Asia","2019-05-01 00:00:00","Kolkata","Banglore","CCU → BLR","19:55","22:25","2h 30m","non-stop","No info","5989","First Class","1","1 Stop(s)","2019-04-05 00:00:00","26","1","1","68682.182788416"
"IndiGo","2019-06-24 00:00:00","Mumbai","Hyderabad","BOM → HYD","21:20","22:50","1h 30m","non-stop","No info","2227","First Class","1","1 Stop(s)","2019-05-31 00:00:00","24","0","0","64483.44913974"
"Jet Airways","2019-06-06 00:00:00","Mumbai","Hyderabad","BOM → HYD","10:20","11:50","1h 30m","non-stop","In-flight meal not included","4995","First Class","1","1 Stop(s)","2019-05-13 00:00:00","24","0","0","64064.221926673"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","13:55","18:10 25 Mar","28h 15m","1 stop","No info","14231","Economy","2","2 Stop(s)","2019-02-08 00:00:00","44","0","1","88312.442355439"
"Jet Airways","2019-05-18 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","18:15 19 May","23h 20m","1 stop","In-flight meal not included","10844","Economy","2","2 Stop(s)","2019-04-13 00:00:00","35","1","1","82055.820663678"
"GoAir","2019-03-03 00:00:00","Delhi","Cochin","DEL → HYD → COK","05:45","13:20","7h 35m","1 stop","No info","5628","Business","2","2 Stop(s)","2019-02-21 00:00:00","10","0","1","73158.04540387"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","16:20 10 Jun","21h 25m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-05-13 00:00:00","27","0","0","64064.221926673"
"Multiple carriers","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:30","19:15","10h 45m","1 stop","No info","8937","Economy","2","2 Stop(s)","2019-05-08 00:00:00","38","0","0","69047.244500236"
"IndiGo","2019-03-06 00:00:00","Kolkata","Banglore","CCU → BLR","14:20","16:55","2h 35m","non-stop","No info","5618","First Class","1","1 Stop(s)","2019-02-05 00:00:00","29","0","1","78529.064912276"
"Air India","2019-04-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:00","19:15","12h 15m","1 stop","No info","6674","First Class","2","2 Stop(s)","2019-03-10 00:00:00","30","0","1","85138.347224964"
"GoAir","2019-04-24 00:00:00","Banglore","Delhi","BLR → DEL","11:40","14:30","2h 50m","non-stop","No info","3898","First Class","1","1 Stop(s)","2019-02-24 00:00:00","59","0","1","66266.302682845"
